sample_id,subject_id,scenario,accel_mean_g,accel_std_g,accel_peak_g,gyro_peak_dps,posture_change_deg,immobility_s,heart_rate_bpm,spo2_percent,ppg_signal_quality,label_fall,label_health_anomaly
SYN-W000097,SYN-040,walk,1.0246908122931877,0.12153082669268753,1.5169347460387164,75.47937044389104,11.670963540275597,0.07841174870612089,91.4908802305288,97.8783127481664,0.5531429798648164,0,0
SYN-W000098,SYN-076,run,1.0410779885600288,0.34916886228448707,2.701524354718187,215.51533016948278,16.086793908786074,0.05657414696959725,150.54094324991107,95.3501208890354,0.48792362292233643,0,0
SYN-W000099,SYN-041,sit_lie,1.0640161540216155,0.1519578793052769,1.5858653699004277,127.53872698079884,56.24988344462375,0.5578938848227467,56.933992124524096,96.88939022049095,0.7028720282901025,0,0
SYN-W000100,SYN-055,walk,1.0831328810505685,0.09128521094968997,1.3167293263127031,55.32013683879865,13.098085675759812,0.035267767311738245,88.95891310790095,99.19877629733445,0.598413762287817,0,0
SYN-W000101,SYN-060,rest,1.0455338417178957,0.031647178520773735,0.75,15.059449675121906,0.7461681326912855,2.0,62.35514003115979,97.32721955537349,0.701601764512369,0,0
SYN-W000102,SYN-055,rest,0.9413889434630088,0.005,0.7980323723770217,16.88631334498885,9.426743626248312,2.0,66.64740526833646,99.26225277899894,0.8047786693584572,0,0
SYN-W000103,SYN-013,sit_lie,0.9292316095899782,0.10669394511779172,1.6493765433635483,93.84080503707712,35.4483747012288,0.25354683164937764,78.11212056208323,96.68598513520729,0.6932784103825902,0,0
SYN-W000104,SYN-046,rest,1.0294288082582443,0.005,1.0507426010419094,12.439521101004711,2.5904904745038193,1.8296265635824347,79.90076476552804,97.92920320913997,0.9700662965615137,0,0
SYN-W000105,SYN-075,walk,0.982144785991937,0.07679997255348636,1.5393843144693038,39.89903135434337,16.38697330288605,0.07779591603830843,80.72098092886566,96.24497034637602,0.7041969336098113,0,0
SYN-W000106,SYN-059,health_anomaly,1.0831937501606683,0.08129352606444559,1.0497747716085766,59.29504397618228,7.5951434776946485,0.5110090496220926,143.70688347514675,93.33606474415863,0.4503828775166896,0,1
SYN-W000107,SYN-069,rest,1.0145848845293353,0.005,1.206972524546646,15.772749469154933,0.926413261260981,2.0,64.10419622002087,99.00680217306542,0.7554133533603542,0,0
SYN-W000108,SYN-028,rest,1.0125407880201263,0.024087922299308392,1.0910533375949119,18.20137826034601,3.292497268557456,1.523487368771801,82.34794846127751,97.1692662597785,0.6592473635243985,0,0
SYN-W000109,SYN-037,walk,1.0414383366721949,0.12195323906137187,1.3472442373540148,78.69336959946118,13.595143481879319,0.049311317258774384,73.63641648707193,95.42439930222814,0.7793617785105957,0,0
SYN-W000110,SYN-020,stumble,1.07507939968822,0.2395725112718895,3.2548727016943277,233.52412266207548,25.40544379326899,0.2660405894070064,92.04363429768372,95.95374814346638,0.8289593098955406,0,0
SYN-W000111,SYN-041,walk,1.0393599814777699,0.22473703071806156,2.108234795086809,112.53252729361445,11.019099651934033,0.10327401757228315,81.8884713948385,96.48945407535396,0.5660072295218256,0,0
SYN-W000112,SYN-026,walk,1.0498314441278649,0.11928980710735028,1.8816646999190967,78.15816412424381,14.978452642755688,0.06412344635048833,84.44964816479157,99.2360648287061,0.8169966079529342,0,0
SYN-W000113,SYN-041,walk,0.9534296728045342,0.1451327701632611,2.223999239894851,121.0538246454637,13.306769978942247,0.035081718035714804,84.06545383987661,95.25006915781371,0.7609008231462759,0,0
SYN-W000114,SYN-029,stumble,1.049603188742819,0.19205464697098487,1.8942760155347713,309.8898776639471,31.882751374377833,0.262781254836839,86.33498265975697,95.58107106316811,0.782326088955001,0,0
SYN-W000115,SYN-021,rest,1.0027017665515836,0.005,1.046767763038077,11.853470401879811,0.0,1.2725110779647058,81.16545634103272,96.9251327883291,0.5911892032002579,0,0
SYN-W000116,SYN-004,sit_lie,1.0347032498594864,0.0999267002248943,1.601904754694375,113.38303278036555,57.03915401183576,0.5630064732816839,80.47944164903859,99.19806397733468,0.5592463921738653,0,0
SYN-W000117,SYN-003,sit_lie,0.9816950943831159,0.1345195446363427,1.342470579085728,100.99531602170526,50.33370668453287,0.6036875531574089,77.57136234001689,97.25819411699537,0.8887487330282045,0,0
SYN-W000118,SYN-008,walk,1.074890842604466,0.1773415633839494,1.887138122450971,114.22606847001687,12.915946645312768,0.08772726319252794,107.2635333079169,97.10704822446665,0.7453307996186898,0,0
SYN-W000119,SYN-001,health_anomaly,1.0235675720242365,0.11926247447240296,1.5886183883641052,98.75211122827704,9.715104068221985,0.6877184006551865,198.89564257470528,87.99810306787971,0.8197309056969152,0,1
SYN-W000120,SYN-001,sit_lie,0.9638501546535179,0.07121556576113433,1.5700380731030772,125.8138155479894,51.67115673659795,0.4387001122491175,81.82359003347534,95.41615496666387,0.8395251958161316,0,0
SYN-W000121,SYN-006,fall,1.1915091761796008,0.8474341417216333,3.312058567241136,359.8979975094665,58.363021683510446,0.8266598491245432,88.25436437106481,96.2194173915407,0.4167055009814272,1,0
SYN-W000122,SYN-049,rest,1.010164400092676,0.005,0.7995041051222622,1.0,4.052003887453922,1.5997553450779998,67.03812137553018,100.0,0.6896365047538754,0,0
SYN-W000123,SYN-006,walk,1.0296620521230024,0.1609721146422277,1.842363727764327,90.02652177766338,11.38139445423658,0.07292563225708816,86.01723890516801,97.12386203814663,0.8464514930054547,0,0
SYN-W000124,SYN-029,walk,1.1051433355362654,0.19598405965656354,1.4641395144970157,91.00414967449647,13.03383308985598,0.0760770572586997,76.78317850165283,94.26838014238048,0.695138965333968,0,0
SYN-W000125,SYN-005,fall,1.1520173210995392,0.7614259510890001,4.176456182421329,423.4187077510877,51.14694081651503,0.7121867968592017,113.18997790754248,95.3176376192377,0.4486159653150604,1,0
SYN-W000126,SYN-023,health_anomaly,1.0608928075999464,0.109493581975357,1.3901630486602903,59.62921126304169,7.76612993068431,0.7397429180907616,162.98209761790875,93.0550762388558,0.7377600440175334,0,1
SYN-W000127,SYN-008,sit_lie,1.0446255343162871,0.05369753179615145,1.605980064503663,134.5968367157448,45.84742205723755,0.615671475341556,83.63484267188667,98.23927273943757,0.6816744034507073,0,0
SYN-W000128,SYN-026,rest,1.006072160018162,0.005,0.8561475479622741,24.690303991564118,2.360386620914866,0.8315409204592892,79.86089242597254,98.51258388932973,0.9737462284811647,0,0
SYN-W000129,SYN-017,walk,1.0613985033488278,0.16929902644380537,1.858776322004659,79.32276849415946,16.494833335564383,0.1171096959820482,112.69491999540867,97.24334549895143,0.6445306913869181,0,0
SYN-W000130,SYN-070,walk,1.0118139213712014,0.21962094206458957,1.8889361174489596,123.77901458734274,13.784261238189906,0.11305629239573031,82.22679676724881,97.45637315992015,0.8023788265338395,0,0
SYN-W000131,SYN-067,walk,1.1040619219636072,0.17773101375791406,1.6834814993715297,53.06773975091018,14.550108455945399,0.0,102.26837593496549,98.38218968901309,0.9092132991630874,0,0
SYN-W000132,SYN-034,rest,1.1139496218238112,0.041450719800718475,1.0674763544286003,15.789597176789663,8.438386431556578,1.5715954349284427,64.30564871376494,96.78919116989522,0.6989924996305943,0,0
SYN-W000133,SYN-041,sit_lie,1.0076618339327155,0.11792638017348735,1.5252867372647732,90.49496523029734,49.65689567900907,0.5945486602374199,74.38343340309899,98.04610975154662,0.8020057134084806,0,0
SYN-W000134,SYN-010,walk,1.0225289455326656,0.09894616693680934,1.6689904403546627,63.264890389937975,12.284690947059092,0.0754088820399231,97.92131354952718,96.00514622007779,0.6071580264381966,0,0
SYN-W000135,SYN-021,stumble,1.0552755127708733,0.27673046982450383,2.0455849241803525,156.7093577247452,34.61303186847148,0.30738567782649234,97.77351308069416,94.57722846046381,0.7771536695101156,0,0
SYN-W000136,SYN-061,sit_lie,0.9845836462705803,0.08573411532872714,1.0172720320741544,101.37822974350388,51.10415174870401,0.45408588409300765,59.61370386774956,95.45824114670002,0.5836869834319436,0,0
SYN-W000137,SYN-027,sit_lie,1.0591715083078952,0.1136588407435648,1.0943796387847966,81.08330005703826,54.80323877794857,0.23002377792001988,51.63848824611944,96.71382904128167,0.8675244259868339,0,0
SYN-W000138,SYN-008,walk,1.1545159622277965,0.12909594201872776,2.311417452270284,96.63308246514859,13.30741710130947,0.07029523810398904,83.52950649910467,96.64771907534961,0.7307433341315293,0,0
SYN-W000139,SYN-052,sit_lie,1.127008575891699,0.07149050831684743,1.1685532814638446,108.90875356705361,57.042910024790004,0.47642551641070213,52.52473101374543,97.69241243628792,0.5066077474672259,0,0
SYN-W000140,SYN-042,walk,0.9699899353146656,0.11520486089572926,1.7987363713079014,80.80113005076065,10.891735120536389,0.04903656460071801,91.24259387726715,97.6195771534361,0.8800878941978726,0,0
SYN-W000141,SYN-078,fall,1.0040667033627073,0.5701759004135303,4.555164670013118,387.2613612127618,96.41048221963125,0.8186749075480368,104.87470029266383,98.896486858744,0.6114423683057998,1,0
SYN-W000142,SYN-074,walk,1.0398906856008283,0.16113265057912363,1.4409954830394558,99.85049547746038,10.71402542851903,0.1236263974435253,116.82323433738772,94.51125767109733,0.5654573899114017,0,0
SYN-W000143,SYN-020,walk,1.0894222795529283,0.1973782925629496,1.8567487933878772,111.42157855904931,12.078618780742644,0.055941567537639764,95.9554834861135,97.5747443673994,0.7971795410254046,0,0
